127.0.0.1 - - [30/Sep/2021:19:03:59 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4481
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:31:02 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:12 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:12 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:12 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:12 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:21 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:21 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:38 +0530] "GET /HelpDeskDemo/log HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:34:45 +0530] "GET /HelpDeskDemo/log HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:38:42 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:38:42 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:38:42 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:38:42 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:38:50 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:38:50 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:39:04 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3040
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:39:04 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:39:17 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3040
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:39:17 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:24 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:24 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:24 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:24 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:34 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:34 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:43 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3040
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:40:43 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:41:49 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:41:49 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:41:49 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:41:49 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:41:57 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:41:57 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:42:01 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3026
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:43:52 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:43:52 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:43:52 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:43:52 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:44:02 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:44:02 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:44:13 +0530] "GET /HelpDeskDemo/log HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:44:18 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3021
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:44:34 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3021
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:44:34 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
